宣传标语,楼盘链接,面积|m2,房型,楼盘描述,均价|元/m2,总价|万
业主新买如一年半  马上赚大钱换大房  把福运传给有缘的您,http://guangzhou.anjuke.com/prop/view/A781116511,91,3室1厅,珠江帝景  [海珠-赤岗 艺洲路],54945,91
芳村龙溪站芳丽苑 看房方便 精装新净 交通便利 配套成熟,http://guangzhou.anjuke.com/prop/view/A778358160,60,2室1厅,新丽苑  [荔湾-芳村 龙溪西路],15000,60
骏景花园 141房正规大三房 不超豪宅 税低 欢迎质询,http://guangzhou.anjuke.com/prop/view/A779722530,141,3室2厅,骏景花园  [天河-车陂 中山大道190号],45035,141
珠影广场交通便利 小户型室内通风采光好，看楼有专车来回接送！,http://guangzhou.anjuke.com/prop/view/A778963104,44,1室1厅,大旺珠影广场  [荔湾-芳村 工业大道北面和体育东路西侧交汇处],7727,44
中外合资企业 中德港 佛山新建筑 无遮挡全江景精装公寓,http://guangzhou.anjuke.com/prop/view/A771491850,95,2室1厅,"中国德国港(天虹路)  [番禺-市桥南 天虹路,近百合道]",15263,95
江南大道中 中层一房  近地铁,http://guangzhou.anjuke.com/prop/view/A764253528,24,1室1厅,江南大道中后街小区  [海珠-江南西 江南大道中后街],25020,24
离梦想很近  实现舒适三房  体验奢华生活  婚房,http://guangzhou.anjuke.com/prop/view/A746411022,84,3室2厅,天健上城  [天河-车陂 天坤三路],36309,84
御江南 长寿之乡户户望湖 南北对流 享受省级学位 享受优惠折,http://guangzhou.anjuke.com/prop/view/A777960761,115,4室2厅,御江南  [广州周边-广州周边 金泉大道3号],9739,115
宏康花园三房出售了，随时可以看房哦，价格合适,http://guangzhou.anjuke.com/prop/view/A772623209,102,3室2厅,宏康花园  [萝岗-开发东区 春晖一街28号],13725,102
誉江华府 南海区江景住宅 环境空气好 交通方便 不限购,http://guangzhou.anjuke.com/prop/view/A771444833,83,3室2厅,誉江华府(江滨新区331号)  [广州周边-广州周边 江滨新区331号],7951,83
通风透气，明亮大气。,http://guangzhou.anjuke.com/prop/view/A768872297,181,5室2厅,蓝天金地  [广州周边-广州周边 中山市黄圃镇新丰北路63号],9944,181
广奥小区房，单边位，环境优雅，比较新。,http://guangzhou.anjuke.com/prop/view/A763422155,101,3室1厅,广州奥林匹克花园  [番禺-洛溪 如意路],23762,101
富力院士庭三期，南北对流精装三居室，繁华地段附学位近地铁！,http://guangzhou.anjuke.com/prop/view/A753073127,121,3室2厅,富力院士庭  [天河-粤垦 东莞庄路72号],43801,121
出售 地铁口 保利春天里90方 超实用地铁三房,http://guangzhou.anjuke.com/prop/view/A750891767,88,3室2厅,保利春天里  [白云-金沙洲 悦峰一街],26250,88
恒福新里程 万达旁 三水市中心 送学位带户口 内部房1502,http://guangzhou.anjuke.com/prop/view/A782244772,89,3室2厅,恒福新里程  [荔湾-芳村 三水德兴北路1号],11011,89
周门小区 采光超好 省级学位 舒心的家 南北对流,http://guangzhou.anjuke.com/prop/view/A774361054,54,2室1厅,周门小区  [荔湾-中山八路 周门街],22222,54
真！笋！都市经典不限购一手楼盘 首套一成首付仅8万就可买三房,http://guangzhou.anjuke.com/prop/view/A762879112,93,3室2厅,都市经典(鹤峰路1号)  [广州周边-广州周边 鹤峰路1号],7849,93
金安园 方正大三房 采光通风,http://guangzhou.anjuke.com/prop/view/A761433916,113,3室1厅,金安园  [番禺-市桥西 环城西路],10000,113
珠江新城 安静舒适的花园小区 交通便利 配套成熟 名校学位,http://guangzhou.anjuke.com/prop/view/A752178478,88,2室2厅,保利香槟花园  [天河-珠江新城 华穗路121号],73863,88
独家推出 正规两房 户型方正 业主只委托本人代理,http://guangzhou.anjuke.com/prop/view/A751835170,73,2室1厅,江南雅居  [海珠-昌岗路 礼岗路],33561,73
天河鸿运花园 通风采光好 户型实用 交通便利 旺中带静,http://guangzhou.anjuke.com/prop/view/A751153996,61,2室2厅,鸿运花园(天河)  [天河-天河公园 路诚街1-50号],24147,61
房子全新未住过，价钱是让你惊喜的,http://guangzhou.anjuke.com/prop/view/A730489360,97,3室2厅,悠山时光  [南沙-南沙 南沙进港大道南侧478号（蝴蝶洲公园旁）],12886,97
侨基花园 近地铁 电梯3房 证过2年,http://guangzhou.anjuke.com/prop/view/A772870833,84,3室2厅,侨基花园  [番禺-市桥北 东环路487号],17964,84
广州新东站一线城市价格低洼 地铁500米精装修 准现楼发售,http://guangzhou.anjuke.com/prop/view/A771477657,99,3室2厅,石滩第一城  [增城-新塘 立新路56号],10000,99
地铁笋盘 理财优选 业主二次装修 带租4千 急需资金忍痛套现,http://guangzhou.anjuke.com/prop/view/A770204349,82,2室1厅,南沙广隆苑  [南沙-南沙 金沙路],7804,82
中海花城湾豪华南向3房 豪华装修 学位房 性价比高 温馨舒适,http://guangzhou.anjuke.com/prop/view/A770053041,178,3室2厅,中海花城湾  [天河-珠江新城 花城大道86号],61797,178
一线江景房 地铁在旁 独特园林设计 配套成熟 仅售102万,http://guangzhou.anjuke.com/prop/view/A766288185,120,3室2厅,三江盛汇  [增城-荔城 光明西路100号],8500,120
华福大厦 花园式小区管理 装修新净,http://guangzhou.anjuke.com/prop/view/A752926965,89,2室2厅,华福大厦  [荔湾-陈家祠 中山七路],31348,89
南北通透4房 三个阳台：全新未住 本人有钥匙随时可看,http://guangzhou.anjuke.com/prop/view/A749706057,153,4室2厅,会展世界城  [海珠-琶洲 新港东路],40522,153
滨海珺城 方正两房 精装未入住 证件齐全业主诚心出售,http://guangzhou.anjuke.com/prop/view/A748511925,88,2室2厅,越秀滨海珺城  [南沙-南沙 环市大道西],14772,88
华发荔湾荟 地铁物业 现在才卖3.5万 户户朝南 使用率高,http://guangzhou.anjuke.com/prop/view/A746928285,74,2室2厅,华发荔湾荟  [荔湾-芳村 岭海街],34864,74
离梦想很近 实现舒适三房 雅居乐锦官城 体验奢华生活居家之选,http://guangzhou.anjuke.com/prop/view/A740440467,99,3室2厅,雅居乐锦官城  [番禺-市桥南 福贤路268号],22020,99
岭南新世界 精装三房保养好 安静近地铁口,http://guangzhou.anjuke.com/prop/view/A731347971,93,3室2厅,岭南新世界  [白云-白云大道 新顺路],37813,93
增城石滩精装修送车位 公立学校 地铁口 成熟配套低首付不限购,http://guangzhou.anjuke.com/prop/view/A781820306,99,3室2厅,石滩第一城  [增城-新塘 立新路56号],10909,99
雅居乐富春山居 大三房 高层 视野开阔 豪华装修,http://guangzhou.anjuke.com/prop/view/A779798900,137,3室2厅,雅居乐富春山居  [黄埔-黄埔区府 广汕路],33576,137
时代长岛 全新一手住宅 南北通透 优越路段 万达旁 地铁口,http://guangzhou.anjuke.com/prop/view/A778729430,70,2室2厅,时代长岛  [南沙-南沙 进港大道377号],18285,70
誉峰 南北对流 户户朝南 静望珠江公园,http://guangzhou.anjuke.com/prop/view/A778234178,174,3室2厅,誉峰  [天河-珠江新城 金穗路711号],87356,174
单证！锦绣银湾罕有对流三室 保养新净 视野开阔 位置佳,http://guangzhou.anjuke.com/prop/view/A776766194,132,2室2厅,锦绣银湾  [番禺-大石 朝阳东路423-425号],25378,132
君汇世家 天赐靓房 楼层佳 厅大房大 改善置业者必看,http://guangzhou.anjuke.com/prop/view/A776819924,203,4室2厅,上誉花园  [越秀-东风东 天河路45号],64039,203
性价比高、房东诚心出售、价格可以商量,http://hangzhou.anjuke.com/prop/view/A770361202,89,3室2厅,德信中外公寓  [江干-金沙湖 上沙路568号],25842,89
翠苑逸景湾新出，精装修，楼层好，阳光好，远离马路，别犹豫啦,http://hangzhou.anjuke.com/prop/view/A781349901,89,3室1厅,翠苑逸景湾  [西湖-翠苑 庆隆路23号],27959,89
长寿桥、春蕾 玄坛弄新出 边套 2房朝南 自住精装 不占学籍,http://hangzhou.anjuke.com/prop/view/A775279725,65,3室1厅,玄坛弄小区  [下城-天水 体育场路],39692,65
兴和公寓 中间楼层 精装修 南北通透,http://hangzhou.anjuke.com/prop/view/A782000996,56,2室1厅,兴和公寓  [下城-潮鸣 刀茅巷79号],32769,56
（世茂江滨花园） 满两年没双税、东边套、标准三房、南北通透！,http://hangzhou.anjuke.com/prop/view/A781739536,89,3室2厅,世茂江滨花园瑞景湾  [江干-下沙 16号大街],14606,89
新明半岛熙园 环境美 带花园 带车库 自带学校 紧挨桃花源！,http://hangzhou.anjuke.com/prop/view/A782250135,245,4室3厅,新明半岛  [余杭-闲林 102省道],14693,245
格局方正，双南设计，全明通透，豪华气派彰显无疑。,http://hangzhou.anjuke.com/prop/view/A740419136,92,2室2厅,西城时代家园  [余杭-老余杭 文一西路],13586,92
：东园小区.一房朝南.一房朝北.地铁口300米.,http://hangzhou.anjuke.com/prop/view/A782025906,58,2室1厅,东园小区  [下城-建国路 大树路24号],25000,58
一线江景房 三开间朝南 带大露台 豪装 带车位,http://hangzhou.anjuke.com/prop/view/A772655441,171,4室2厅,景江城市花园  [上城-近江 之江路958号],43859,171
楼层好，视野广，学位房出售，文二新村,http://hangzhou.anjuke.com/prop/view/A776151341,44,2室1厅,文二新村  [西湖-文二路 文二路55号],70470,44
阁楼房60方露台 送车位 精装修45万 杭师大学区房 地铁房,http://hangzhou.anjuke.com/prop/view/A782261516,126,4室3厅,盛世嘉园  [余杭-老余杭 闲林东路],14285,126
海景城花园 大三房 30万精装修   房东急售   随时看房,http://hangzhou.anjuke.com/prop/view/A782126461,118,3室2厅,海景城花园  [江干-九堡 仁爱路],15169,118
刚需两房三口之家温馨入住 格局方正成熟配套 旁边情人岛爱情公,http://hangzhou.anjuke.com/prop/view/A782139456,86,2室2厅,福雷德广场  [江干-下沙 高教园区文泽路99号(近学源街)],14883,86
为你而选为你为家 学军总价低户型好值得一看,http://hangzhou.anjuke.com/prop/view/A773304411,44,2室1厅,文二新村  [西湖-文二路 文二路55号],75618,44
海宁神盘未来的杭州户口，不限购，70年产权，可落户，南北通透,http://hangzhou.anjuke.com/prop/view/A749915256,80,3室2厅,盈都君悦  [江干-下沙 启潮路62号],9375,80
润和紫庭花园 绿城物业 四室两卫东边套 豪华装修 中间楼层,http://hangzhou.anjuke.com/prop/view/A767796735,174,4室2厅,紫庭花园  [下城-朝晖 文晖路118号],43078,174
美政花苑 全明东边套精装修  超大露台,http://hangzhou.anjuke.com/prop/view/A773814697,110,3室1厅,美政花苑  [上城-复兴路 复兴南街],29090,110
本周特售 ，精装交付杭州未来科技城板块,http://hangzhou.anjuke.com/prop/view/A781608576,38,2室1厅,西溪蓝海  [余杭-未来科技城 文一西路],17368,38
悦玺，全新未入住，带地暖，环境宜人，景观阳光无比挑剔,http://hangzhou.anjuke.com/prop/view/A782201853,313,4室2厅,万象城悦玺  [江干-钱江新城 钱江路与庆春东路交汇处],38338,313
中兴好位子 好楼层 实用3房 南北通透 看房方便,http://hangzhou.anjuke.com/prop/view/A782128418,79,3室1厅,中兴公寓  [西湖-古墩路 古墩路300号],30245,79
"长河精装两房送车位,朝南全明户型、配套成熟,风景蝶院房东置换",http://hangzhou.anjuke.com/prop/view/A781298290,86,2室2厅,保亿风景蝶院  [滨江-长河 江虹路],29568,86
良渚花苑好房！房东诚心出售！价格远低于市场价！机不可失！,http://hangzhou.anjuke.com/prop/view/A773395257,120,3室2厅,良渚花苑  [余杭-星桥 玉管路18号],10000,120
小区中心位置，精致89方户型，房东诚心急售，只需85万！,http://hangzhou.anjuke.com/prop/view/A782077617,89,2室2厅,新西湖小镇  [余杭-老余杭 中泰路],9550,89
精致一房过户精装酒店式公寓，此房税，房东亏本出售，置换急,http://hangzhou.anjuke.com/prop/view/A779445297,46,1室1厅,盛泰时代山  [江干-下沙 下沙经济技术开发区4号大街(凯恩戴斯大酒店旁)],10652,46
~南北~位置好~格局超棒~现在空置~随时入住~,http://hangzhou.anjuke.com/prop/view/A775417173,89,3室2厅,金地自在城  [西湖-三墩 金渡北路],33707,89
160.0万元 南北，此房只应天上有!人间难得见一回啊！,http://hangzhou.anjuke.com/prop/view/A777797455,95,2室2厅,岸上蓝山  [余杭-闲林 和睦路],16904,95
百闻不如一见！ 西献给懂得享受得你,http://hangzhou.anjuke.com/prop/view/A772005239,59,2室1厅,大关西八苑  [拱墅-大关 大关苑路],23545,59
锦绣新村  全明户型  采光充足,http://hangzhou.anjuke.com/prop/view/A774017698,94,3室1厅,锦绣新村  [拱墅-湖墅 湖墅南路336号],27223,94
"孩子上学无忧 广宇好学区,置换的好选择 直接可入住 省装修钱",http://hangzhou.anjuke.com/prop/view/A782166811,89,3室2厅,广宇上东城  [江干-丁桥 勤丰路],22434,89
约我特惠免税费一手新房 刚需优选 见证品质 享*,http://hangzhou.anjuke.com/prop/view/A782101311,89,3室2厅,盈都君悦  [江干-下沙 启潮路62号],7865,89
西溪风情 精装 拎包入住，欢迎看房！,http://hangzhou.anjuke.com/prop/view/A781773135,232,5室3厅,西溪风情  [余杭-未来科技城 文一西路833号],32327,232
地势好 阳光好 全明户型 小区环境好 实际面积大 性价比高,http://hangzhou.anjuke.com/prop/view/A778825084,105,3室2厅,北景紫荆苑  [下城-东新 东新路],19047,105
不限购杭州桐庐3.5公里高铁站 住宅70年104方 不限购,http://hangzhou.anjuke.com/prop/view/A762481060,104,3室2厅,万星悦城  [桐庐-桐庐 江南路],5769,104
全明户型 位置好 !  诚心出售 不沿街  临浙大 ！,http://hangzhou.anjuke.com/prop/view/A776229709,89,2室1厅,望月公寓  [西湖-三墩 紫荆花北路],22537,89
青蓝学区 稀有 双阳台 带大露台！性价比高！价格可谈 ！,http://hangzhou.anjuke.com/prop/view/A782197053,51,2室1厅,横燕子弄小区  [下城-庆春门 新华路72-110号],30817,51
好房奉献，机会难得，房东诚心出售，店长！！,http://hangzhou.anjuke.com/prop/view/A769178244,92,2室2厅,三塘菊园  [下城-三塘 金桂巷10号],27856,92
纯毛坯，从来未居住过，三开间朝南，诚心出售,http://hangzhou.anjuke.com/prop/view/A774939933,133,3室2厅,锦江南苑  [江干-九堡 航海路与艮山东路交叉口],19172,133
保利东湾 南北通透 精装修 大两房,http://hangzhou.anjuke.com/prop/view/A779750269,89,2室2厅,保利东湾西区  [江干-下沙 24号大街],18079,89
广宇上东城 88.69方 3房2厅 户型正光照足 诚心出售,http://hangzhou.anjuke.com/prop/view/A772055278,89,3室2厅,广宇上东城  [江干-丁桥 勤丰路],22099,89
湘湖人家全新30万精装大三房拎包入住免双税,http://hangzhou.anjuke.com/prop/view/A781737268,118,3室2厅,中粮湘湖人家  [萧山-闻堰 万达路],19017,118
照片不是重点，重点是单价，只要31600，毗邻城西银泰城,http://hangzhou.anjuke.com/prop/view/A782144703,117,3室2厅,和苑小区  [西湖-申花 萍水街528号],30769,117
