楼盘,楼盘链接,地理位置,价格|元/m2
财富世纪广场,http://gz.fang.anjuke.com/loupan/240819.html,天河 珠江新城,31037
依云天汇,http://gz.fang.anjuke.com/loupan/245910.html,广州周边 佛山,13636
鸿禧华庭,http://gz.fang.anjuke.com/loupan/238893.html,番禺 市桥,19510
东山富康苑,http://gz.fang.anjuke.com/loupan/239241.html,增城 荔城,7142
明月东山,http://gz.fang.anjuke.com/loupan/246856.html,越秀 东山,36534
正佳万豪金殿,http://gz.fang.anjuke.com/loupan/239427.html,天河 其他,28980
友田翡翠华庭,http://gz.fang.anjuke.com/loupan/239147.html,花都 狮岭,5236
芙蓉绿茵豪苑,http://gz.fang.anjuke.com/loupan/239069.html,花都 新机场,15260
摩登华雅轩,http://gz.fang.anjuke.com/loupan/246488.html,花都 区府,8928
亿泉尚园,http://gz.fang.anjuke.com/loupan/238713.html,天河 天河北,41975
广悦轩泊爵,http://gz.fang.anjuke.com/loupan/239017.html,增城 荔城,10500
信达阳光海岸,http://gz.fang.anjuke.com/loupan/238966.html,海珠 滨江,54379
南沙云山诗意,http://gz.fang.anjuke.com/loupan/247593.html,南沙 蕉门河,8659
雍逸华庭,http://gz.fang.anjuke.com/loupan/240544.html,番禺 市桥,14012
星品,http://gz.fang.anjuke.com/loupan/240826.html,海珠 赤岗,31726
笔架山公馆,http://sz.fang.anjuke.com/loupan/251579.html,福田 梅林,40000
中洲中央公寓E-CLASS...,http://sz.fang.anjuke.com/loupan/243198.html,宝安 新安,90000
同创九著,http://sz.fang.anjuke.com/loupan/252245.html,龙岗 龙岗中心城,35506
花样年江山,http://sz.fang.anjuke.com/loupan/240293.html,深圳周边 东莞,17000
御林华府,http://sz.fang.anjuke.com/loupan/248541.html,南山 南头,79352
金地名峰,http://sz.fang.anjuke.com/loupan/244806.html,龙岗 龙岗中心城,25784
御锦公馆,http://sz.fang.anjuke.com/loupan/240765.html,福田 梅林,57005
海宁公馆,http://sz.fang.anjuke.com/loupan/409253.html,龙华区 其他,63000
威廉国际公馆,http://sz.fang.anjuke.com/loupan/252692.html,南山 蛇口,68749
凤凰新天,http://sz.fang.anjuke.com/loupan/219601.html,宝安 福永,32130
向南瑞峰花园,http://sz.fang.anjuke.com/loupan/217970.html,南山 南油,62831
陶润·懿峰,http://sz.fang.anjuke.com/loupan/253154.html,龙华区 观澜,35500
壹海城V公馆,http://sz.fang.anjuke.com/loupan/246750.html,盐田 沙头角,55000
昊海君悦,http://sz.fang.anjuke.com/loupan/246493.html,盐田 沙头角,33394
中海锦城,http://sz.fang.anjuke.com/loupan/251692.html,龙华区 民治,40000
田厦翡翠明珠,http://sz.fang.anjuke.com/loupan/219597.html,南山 南头,70032
幸福海,http://sz.fang.anjuke.com/loupan/209857.html,盐田 盐田港,18300
海心汇福园,http://sz.fang.anjuke.com/loupan/250279.html,龙岗 布吉,30000
书香门第上河坊,http://sz.fang.anjuke.com/loupan/215459.html,龙华区 民治,46855
名门华府,http://sz.fang.anjuke.com/loupan/239595.html,宝安 宝安中心区,40267
仙岭公馆,http://sz.fang.anjuke.com/loupan/252419.html,龙岗 龙岗中心城,28000
爱琴海,http://sz.fang.anjuke.com/loupan/400019.html,深圳周边 惠州,14000
御景台雅园,http://sz.fang.anjuke.com/loupan/250761.html,盐田 盐田港,19537
承翰陶源花园,http://sz.fang.anjuke.com/loupan/247600.html,龙岗 龙岗中心城,22558
招商果岭花园,http://sz.fang.anjuke.com/loupan/237142.html,宝安 西乡,46445
蓝郡广场,http://sz.fang.anjuke.com/loupan/97592.html,盐田 沙头角,40000
燕晗山苑,http://sz.fang.anjuke.com/loupan/264019.html,南山 华侨城,80000
桐林城市广场,http://sz.fang.anjuke.com/loupan/240641.html,福田 其他,53852
世金国际,http://sz.fang.anjuke.com/loupan/240390.html,罗湖 东门,41176
汤臣湖庭花园三期,http://sh.fang.anjuke.com/loupan/220502.html,浦东 张江,82000
中星海上名豪苑四期御...,http://sh.fang.anjuke.com/loupan/249251.html,嘉定 江桥,26358
招商虹桥华府,http://sh.fang.anjuke.com/loupan/248664.html,青浦 徐泾,35897
东渡青筑,http://sh.fang.anjuke.com/loupan/237666.html,青浦 青浦新城,38000
凯佳尊品国际,http://sh.fang.anjuke.com/loupan/251519.html,浦东 川沙,38000
金山名都,http://sh.fang.anjuke.com/loupan/247878.html,金山 朱泾,6114
都市雅筑,http://sh.fang.anjuke.com/loupan/237256.html,闵行 颛桥,21925
外外滩,http://sh.fang.anjuke.com/loupan/251598.html,浦东 金桥,55000
文通雅苑,http://sh.fang.anjuke.com/loupan/250016.html,杨浦 东外滩,55865
玉龙苑,http://sh.fang.anjuke.com/loupan/219624.html,松江 松江老城,17420
浦发御园,http://sh.fang.anjuke.com/loupan/240741.html,浦东 三林,46584
绿地百年宅,http://sh.fang.anjuke.com/loupan/244683.html,嘉定 南翔,30000
星御湾,http://sh.fang.anjuke.com/loupan/244549.html,嘉定 江桥,34276
华府天地·睿园,http://sh.fang.anjuke.com/loupan/251991.html,黄浦 老西门,130000
岭域岸香里,http://sh.fang.anjuke.com/loupan/240623.html,宝山 罗店,26009
上海·绿城玫瑰园,http://sh.fang.anjuke.com/loupan/237670.html,闵行 马桥,80000
虹梅菁典,http://sh.fang.anjuke.com/loupan/240079.html,闵行 春申,35379
绿洲北水湾名邸,http://sh.fang.anjuke.com/loupan/248177.html,嘉定 嘉定镇,19819
和风GOLF别墅,http://sh.fang.anjuke.com/loupan/221187.html,闵行 七宝,151522
美兰湖中华园铂珏,http://sh.fang.anjuke.com/loupan/248161.html,宝山 罗店,24000
华润新江湾九里,http://sh.fang.anjuke.com/loupan/240450.html,杨浦 新江湾城,45000
大名城名郡,http://sh.fang.anjuke.com/loupan/251654.html,嘉定 安亭,25000
赞成红树林,http://sh.fang.anjuke.com/loupan/200948.html,金山 金山新城,10743
中冶尚园,http://sh.fang.anjuke.com/loupan/239712.html,宝山 月浦,20124
宝华盛世花园,http://sh.fang.anjuke.com/loupan/237677.html,宝山 月浦,17027
合景叠翠峰,http://sh.fang.anjuke.com/loupan/241258.html,嘉定 嘉定新城,19100
华谊禄丰苑,http://sh.fang.anjuke.com/loupan/411738.html,嘉定 嘉定新城,27000
聚贤煌都,http://sh.fang.anjuke.com/loupan/220403.html,奉贤 南桥,21106
嘉乐东润舒庭,http://sh.fang.anjuke.com/loupan/237626.html,嘉定 嘉定镇,20000
颐和∙泊雅轩,http://sh.fang.anjuke.com/loupan/399997.html,浦东 临港新城,18500
四季雅苑,http://sh.fang.anjuke.com/loupan/220580.html,浦东 花木,60000
阳光花城,http://sh.fang.anjuke.com/loupan/219098.html,浦东 张江,43312
绿地海珀璞晖,http://sh.fang.anjuke.com/loupan/248611.html,杨浦 新江湾城,65749
春江美庐,http://sh.fang.anjuke.com/loupan/237573.html,宝山 杨行,31944
兴东佳苑,http://sh.fang.anjuke.com/loupan/246508.html,浦东 惠南,21243
绿地壹墅,http://sh.fang.anjuke.com/loupan/246214.html,青浦 朱家角,15000
明日星城二期,http://sh.fang.anjuke.com/loupan/237073.html,黄浦 豫园,52498
天祥华府,http://sh.fang.anjuke.com/loupan/248173.html,静安 西藏北路,58110
润地华庭,http://sh.fang.anjuke.com/loupan/246899.html,杨浦 新江湾城,59974
长城中环墅,http://sh.fang.anjuke.com/loupan/240082.html,浦东 张江,37271
佘山东郡,http://sh.fang.anjuke.com/loupan/221220.html,松江 泗泾,26889
绿地公园壹品,http://sh.fang.anjuke.com/loupan/225161.html,宝山 顾村,26156
宝华海尚郡墅,http://sh.fang.anjuke.com/loupan/248338.html,浦东 北蔡,137551
东门苑二期,http://sh.fang.anjuke.com/loupan/297642.html,金山 金山新城,9800
东海仪园,http://bj.fang.anjuke.com/loupan/246361.html,丰台 其他,32380
华都泊雅园,http://bj.fang.anjuke.com/loupan/240288.html,香河 香河,7865
挪威de森林,http://bj.fang.anjuke.com/loupan/218174.html,燕郊 燕郊,10465
金隅花石匠,http://bj.fang.anjuke.com/loupan/264045.html,通州 土桥,30219
世茂宫园,http://bj.fang.anjuke.com/loupan/237323.html,朝阳 燕莎,54956
蓝山世家,http://bj.fang.anjuke.com/loupan/241267.html,香河 香河,7865
北欧橄榄谷,http://bj.fang.anjuke.com/loupan/241123.html,燕郊 燕郊,12500
前进花园牡丹苑,http://bj.fang.anjuke.com/loupan/245665.html,顺义 顺义城,26524
cuv国际公寓,http://bj.fang.anjuke.com/loupan/228107.html,丰台 玉泉营,26470
东恒盛世季,http://bj.fang.anjuke.com/loupan/218760.html,朝阳 朝青,40555
cago寓所,http://bj.fang.anjuke.com/loupan/237798.html,大兴 黄村,21782
凯创国际公寓,http://bj.fang.anjuke.com/loupan/251601.html,廊坊 廊坊,8500
锐城国际（财满街）,http://bj.fang.anjuke.com/loupan/211718.html,朝阳 朝青,30357
紫昱国际公寓,http://bj.fang.anjuke.com/loupan/239861.html,顺义 顺义城,25294
颐和领袖城,http://bj.fang.anjuke.com/loupan/227885.html,香河 香河,7865
花听泉,http://bj.fang.anjuke.com/loupan/251756.html,燕郊 燕郊,13000
上东假日,http://bj.fang.anjuke.com/loupan/240510.html,朝阳 其他,32885
京南郡,http://bj.fang.anjuke.com/loupan/237799.html,固安 固安,7528
恒大御景湾,http://bj.fang.anjuke.com/loupan/263978.html,朝阳 垡头,6250
丽嘉新航城,http://bj.fang.anjuke.com/loupan/249476.html,廊坊 廊坊,6329
塞纳香堤,http://bj.fang.anjuke.com/loupan/228099.html,固安 固安,6991
万向城,http://bj.fang.anjuke.com/loupan/246210.html,廊坊 廊坊,9304
北京方向,http://bj.fang.anjuke.com/loupan/248435.html,丰台 科技园区,45762
华远·和墅雅园,http://bj.fang.anjuke.com/loupan/253046.html,大兴 第二机场区,13000
中景·江山赋珑鲤,http://bj.fang.anjuke.com/loupan/248998.html,顺义 后沙峪,18504
丽都beatles,http://bj.fang.anjuke.com/loupan/237007.html,朝阳 望京,35000
我家公坊,http://bj.fang.anjuke.com/loupan/246505.html,香河 香河,5490
CRD银座,http://bj.fang.anjuke.com/loupan/204969.html,石景山 古城,30686
西马金润家园,http://bj.fang.anjuke.com/loupan/76073.html,丰台 其他,38333
北京诺德中心,http://bj.fang.anjuke.com/loupan/246388.html,丰台 科技园区,38805
山上的别墅,http://bj.fang.anjuke.com/loupan/218896.html,昌平 昌平县城,30434
昆泰嘉诚中心,http://bj.fang.anjuke.com/loupan/237747.html,朝阳 望京,34394
卡夫卡公社,http://bj.fang.anjuke.com/loupan/204215.html,朝阳 管庄,44594
FREE自由季,http://bj.fang.anjuke.com/loupan/245896.html,废弃2 其他,38062
当代采育满庭春MOMA,http://bj.fang.anjuke.com/loupan/250803.html,大兴 亦庄,9500
保利花园,http://bj.fang.anjuke.com/loupan/218232.html,密云 密云,17468
北京恒大翡翠华庭,http://bj.fang.anjuke.com/loupan/253038.html,大兴 黄村,17000
宏昌玲珑汇,http://wh.fang.anjuke.com/loupan/247329.html,青山 建二,11023
bobo城,http://wh.fang.anjuke.com/loupan/247283.html,洪山 街道口,10754
荣MALL坊,http://wh.fang.anjuke.com/loupan/389807.html,硚口 古田,40000
中水龙阳广场,http://wh.fang.anjuke.com/loupan/251471.html,汉阳 王家湾,10000
光谷地产湾郡,http://wh.fang.anjuke.com/loupan/247156.html,洪山 光谷,14925
光谷未来之光,http://wh.fang.anjuke.com/loupan/413500.html,东湖高新 光谷南,9000
太太的别墅,http://wh.fang.anjuke.com/loupan/247358.html,黄陂 盘龙城,6500
富士君安花园商铺,http://wh.fang.anjuke.com/loupan/410517.html,江岸 后湖,20000
东港中心城,http://wh.fang.anjuke.com/loupan/247307.html,新洲 阳逻,2804
龙安港汇城二期光谷金,http://wh.fang.anjuke.com/loupan/247241.html,洪山 光谷,12133
阳光雅园,http://wh.fang.anjuke.com/loupan/247265.html,江夏 江夏,4615
畔山御景,http://wh.fang.anjuke.com/loupan/247158.html,江夏 江夏,4884
南郡帝苑,http://wh.fang.anjuke.com/loupan/247187.html,江夏 江夏,6754
光谷时代广场,http://wh.fang.anjuke.com/loupan/247352.html,洪山 光谷,10228
珞南雅居,http://wh.fang.anjuke.com/loupan/247420.html,洪山 南湖,6992
保利圆梦城,http://wh.fang.anjuke.com/loupan/247121.html,新洲 阳逻,5500
武汉恒大御府,http://wh.fang.anjuke.com/loupan/400866.html,青山 红钢城,15000
紫轩时代广场,http://wh.fang.anjuke.com/loupan/409408.html,黄陂 黄陂,4700
绿地中央广场,http://wh.fang.anjuke.com/loupan/251472.html,汉阳 四新地区,12000
平江壹号,http://wh.fang.anjuke.com/loupan/247761.html,新洲 阳逻,3800
健龙果岭公元,http://wh.fang.anjuke.com/loupan/263955.html,经济开发区 经济开发区,8600
彩虹郡,http://wh.fang.anjuke.com/loupan/251464.html,洪山 白沙洲,5700
海天幸福小城,http://wh.fang.anjuke.com/loupan/247372.html,蔡甸 蔡甸,5800
汉口湖畔,http://wh.fang.anjuke.com/loupan/247202.html,黄陂 盘龙城,6400
翰林雅居二期玺园,http://wh.fang.anjuke.com/loupan/298326.html,黄陂 黄陂,4760
观澜国际,http://wh.fang.anjuke.com/loupan/247012.html,汉阳 四新地区,9000
华府名居,http://wh.fang.anjuke.com/loupan/298441.html,武汉周边 鄂州,2800
花样年花郡,http://wh.fang.anjuke.com/loupan/251243.html,青山 建二,10200
光谷one39,http://wh.fang.anjuke.com/loupan/297971.html,东湖高新  光谷北,15500
保利海上五月花,http://wh.fang.anjuke.com/loupan/247079.html,江夏 江夏,6500
瑞景天成,http://wh.fang.anjuke.com/loupan/251623.html,江岸 后湖,9400
龙城尚品,http://wh.fang.anjuke.com/loupan/251292.html,黄陂 盘龙城,5200
西山林语,http://wh.fang.anjuke.com/loupan/247154.html,蔡甸 蔡甸,7500
德成101,http://wh.fang.anjuke.com/loupan/247454.html,新洲 阳逻,2500
美联奥林匹克花园四期,http://wh.fang.anjuke.com/loupan/298329.html,东西湖 常青花园,8200
汉阳人信汇,http://wh.fang.anjuke.com/loupan/247059.html,汉阳 王家湾,8800
佳兆业金域天下,http://wh.fang.anjuke.com/loupan/247401.html,洪山 白沙洲,9000
城市之光,http://wh.fang.anjuke.com/loupan/247009.html,洪山 光谷,7700
金寓,http://wh.fang.anjuke.com/loupan/247074.html,黄陂 黄陂,3600
中南大公馆,http://wh.fang.anjuke.com/loupan/247118.html,武昌 水果湖,11445
香山四季公馆,http://hz.fang.anjuke.com/loupan/246972.html,萧山 萧山老城,6000
德信泊林春天,http://hz.fang.anjuke.com/loupan/251909.html,萧山 钱江世纪城,17000
金成江南春城竹海水韵,http://hz.fang.anjuke.com/loupan/239116.html,余杭 闲林,11000
景丽华庭,http://hz.fang.anjuke.com/loupan/238501.html,余杭 塘栖,5913
滨江一号公馆,http://hz.fang.anjuke.com/loupan/241132.html,杭州周边 桐庐,6428
万科金辰之光,http://hz.fang.anjuke.com/loupan/252128.html,萧山 萧山新城,25000
万科良渚文化村春漫里,http://hz.fang.anjuke.com/loupan/238372.html,余杭 良渚,12000
玲珑府,http://hz.fang.anjuke.com/loupan/248390.html,滨江 西兴,14912
西城博司,http://hz.fang.anjuke.com/loupan/240171.html,西湖 三墩,7500
美达晓城天地,http://hz.fang.anjuke.com/loupan/246558.html,下沙 金沙湖,5572
义桥星天地,http://hz.fang.anjuke.com/loupan/252698.html,萧山 临浦,7600
塘栖金石华城,http://hz.fang.anjuke.com/loupan/238558.html,余杭 塘栖,7500
阳光景台,http://hz.fang.anjuke.com/loupan/238379.html,江干 九堡,11797
凯喜雅锦河湾,http://hz.fang.anjuke.com/loupan/250476.html,余杭 勾庄,15000
华元西溪欢乐城,http://hz.fang.anjuke.com/loupan/400903.html,余杭 西溪,16000
九浪山花园,http://hz.fang.anjuke.com/loupan/250435.html,萧山 南部卧城,4300
丽晶国际,http://hz.fang.anjuke.com/loupan/250436.html,萧山 钱江世纪城,13000
绿城紫桂公寓,http://hz.fang.anjuke.com/loupan/238770.html,余杭 星桥,6701
林溪闲庭,http://hz.fang.anjuke.com/loupan/298124.html,余杭 闲林,8300
林之语,http://hz.fang.anjuke.com/loupan/239847.html,萧山 钱江世纪城,8371
瑞城温莎郡,http://hz.fang.anjuke.com/loupan/240983.html,余杭 仓前,10000
至高钱塘一品,http://hz.fang.anjuke.com/loupan/245786.html,萧山 江东新城,12000
五月花城,http://hz.fang.anjuke.com/loupan/241044.html,余杭 临平,6800
湖山香颂湾,http://sh.fang.anjuke.com/loupan/252939.html,金山 金山新城,30000
临港海滨国际铭邸,http://sh.fang.anjuke.com/loupan/414812.html,浦东 临港新城,15000
仁恒东郊花园,http://sh.fang.anjuke.com/loupan/252490.html,浦东 唐镇,67000
新湖·青蓝国际,http://sh.fang.anjuke.com/loupan/245922.html,静安 西藏北路,85000
云锦东方二期,http://sh.fang.anjuke.com/loupan/248268.html,徐汇 龙华,110000
骏丰玲珑坊,http://sh.fang.anjuke.com/loupan/248172.html,嘉定 马陆,45000
绿地•海珀玉晖,http://sh.fang.anjuke.com/loupan/400592.html,普陀 武宁,110000
上海金融谷,http://sh.fang.anjuke.com/loupan/413279.html,嘉定 嘉定镇,12800
上实海上公元,http://sh.fang.anjuke.com/loupan/412234.html,嘉定 嘉定新城,41000
长白山.红松溪谷,http://sh.fang.anjuke.com/loupan/415729.html,上海周边 其他,9000
吉宝·静安豪景,http://sh.fang.anjuke.com/loupan/237718.html,静安 南京西路,110000
嘉宝梦之缘景庭,http://sh.fang.anjuke.com/loupan/400671.html,嘉定 嘉定新城,43000
保利天琴宇,http://sh.fang.anjuke.com/loupan/251689.html,嘉定 嘉定新城,41000
步阳御江金都,http://sh.fang.anjuke.com/loupan/237695.html,嘉定 嘉定新城,36000
首创禧悦翠庭,http://sh.fang.anjuke.com/loupan/415445.html,青浦 青浦新城,40000
信义嘉庭,http://sh.fang.anjuke.com/loupan/251963.html,嘉定 嘉定镇,38000
远香湖九号,http://sh.fang.anjuke.com/loupan/189831.html,嘉定 嘉定新城,40000
华府樟园,http://sh.fang.anjuke.com/loupan/225164.html,长宁 中山公园,95000
